authIdHalFullName_fs	authIdHalFullName_fs	halId_s	docType_s	producedDateY_i	fileMain_s	doiId_s
John Barzman,Claude Malon,Andrew Knapp,Sébastien Haule,Jean-Hugues Caillard,Stéphane Lo Bruto,Éric Wauters,Pierre Bergel,Corinne Bouillot,Yaëlle Malpertu,Mason Norton,Marie-Paule Dhaille-Hervieu,Laurence Le Cieux,Pierre Beaumont,Sylvie Barot	"c(""barzmanj_FacetSep_John Barzman"", ""_FacetSep_Claude Malon"", ""_FacetSep_Andrew Knapp"", ""_FacetSep_Sébastien Haule"", ""_FacetSep_Jean-Hugues Caillard"", ""_FacetSep_Stéphane Lo Bruto"", ""_FacetSep_Éric Wauters"", ""pierre-bergel_FacetSep_Pierre Bergel"", ""_FacetSep_Corinne Bouillot"", ""_FacetSep_Yaëlle Malpertu"", ""_FacetSep_Mason Norton"", ""_FacetSep_Marie-Paule Dhaille-Hervieu"", ""_FacetSep_Laurence Le Cieux"", ""_FacetSep_Pierre Beaumont"", ""_FacetSep_Sylvie Barot"")"	halshs-01881380	PROCEEDINGS	2016	https://shs.hal.science/halshs-01881380/document	NA
John Barzman	barzmanj_FacetSep_John Barzman	hal-02188619	ART	2019	https://hal.science/hal-02188619/document	10.1177/0843871419833546b
John Barzman	barzmanj_FacetSep_John Barzman	hal-01915075	COMM	2016	https://normandie-univ.hal.science/hal-01915075/document	10.13140/RG.2.2.32697.77924
Daniel Ballesteros,Andrew Farrant,Carole Nehme,Mark Woods,Dominique Todisco,Damase Mouralis	"c(""_FacetSep_Daniel Ballesteros"", ""_FacetSep_Andrew Farrant"", ""carole-nehme_FacetSep_Carole Nehme"", ""_FacetSep_Mark Woods"", ""dominique-todisco_FacetSep_Dominique Todisco"", ""damase-mouralis_FacetSep_Damase Mouralis"")"	hal-03000195	ART	2020	https://hal.science/hal-03000195/document	10.5038/1827-806X.49.3.2319
Arnaud Serry,Ronan Kerbiriou	"c(""arnaudserry_FacetSep_Arnaud Serry"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"")"	hal-02483864	COMM	2018	https://hal.science/hal-02483864/document	NA
Fabien Bitu,Béatrice Galinon-Mélénec,Michèle Molina	"c(""fabien-bitu_FacetSep_Fabien Bitu"", ""galinon-melenec_FacetSep_Béatrice Galinon-Mélénec"", ""_FacetSep_Michèle Molina"")"	hal-03220582	POSTER	2020	https://normandie-univ.hal.science/hal-03220582/document	NA
Alexandre Cuvier,Philippe Vidal,Gaetan Clémence,Alexis Lecoq	"c(""alexandre-cuvier_FacetSep_Alexandre Cuvier"", ""_FacetSep_Philippe Vidal"", ""_FacetSep_Gaetan Clémence"", ""_FacetSep_Alexis Lecoq"")"	hal-03696979	ART	2020	https://normandie-univ.hal.science/hal-03696979/document	10.4000/netcom.5819
Ronan Kerbiriou,Arnaud Serry	"c(""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""arnaudserry_FacetSep_Arnaud Serry"")"	hal-03684542	REPORT	2020	https://hal.science/hal-03684542/document	NA
Sunny Le Galloudec	_FacetSep_Sunny Le Galloudec	hal-03663249	COMM	2019	https://normandie-univ.hal.science/hal-03663249/document	NA
Thomas Vaisset,Claire Miot	"c(""thomas-vaisset_FacetSep_Thomas Vaisset"", ""_FacetSep_Claire Miot"")"	hal-02982171	COUV	2020	https://normandie-univ.hal.science/hal-02982171/document	NA
Arnaud Serry,Ronan Kerbiriou	"c(""_FacetSep_Arnaud Serry"", ""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"")"	hal-03856299	ART	2020	https://hal.science/hal-03856299/document	NA
Ronan Kerbiriou,Arnaud Serry	"c(""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""arnaudserry_FacetSep_Arnaud Serry"")"	hal-03684549	REPORT	2020	https://hal.science/hal-03684549/document	NA
Fabien Bitu,Béatrice Galinon-Mélénec,Michèle Molina	"c(""fabien-bitu_FacetSep_Fabien Bitu"", ""_FacetSep_Béatrice Galinon-Mélénec"", ""_FacetSep_Michèle Molina"")"	hal-03220543	COMM	2019	https://normandie-univ.hal.science/hal-03220543/document	NA
Bensaadoune Yamina,Armelle Couillet,Thibaut Guichard,C. Nehme,Sébastien Rey-Coyrehourcq	"c(""_FacetSep_Bensaadoune Yamina"", ""armelle-couillet_FacetSep_Armelle Couillet"", ""_FacetSep_Thibaut Guichard"", ""cnehme_FacetSep_C. Nehme"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"")"	halshs-02483242	POSTER	2018	https://shs.hal.science/halshs-02483242/document	NA
Alexandre Cebeillac,Eric Daudé,Shankare Gowda	"c(""_FacetSep_Alexandre Cebeillac¹"", ""_FacetSep_Eric Daudé¹"", ""_FacetSep_Shankare Gowda²"")"	halshs-02513682	COMM	2018	https://shs.hal.science/halshs-02513682/document	NA
Thomas Huraux,Renaud Misslin,Alexandre Cebeillac,Éric Daudé,Alain Vaguet	"c(""thomas-huraux_FacetSep_Thomas Huraux"", ""_FacetSep_Renaud Misslin"", ""_FacetSep_Alexandre Cebeillac"", ""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Alain Vaguet"")"	hal-01649157	COMM	2017	https://hal.science/hal-01649157/document	NA
Thomas Vaisset,Jean Martinant de Préneuf	"c(""thomas-vaisset_FacetSep_Thomas Vaisset"", ""_FacetSep_Jean Martinant de Préneuf"")"	hal-02500800	COUV	2018	https://normandie-univ.hal.science/hal-02500800/document	NA
Thomas Vaisset,Philippe Vial	"c(""thomas-vaisset_FacetSep_Thomas Vaisset"", ""_FacetSep_Philippe Vial"")"	hal-02957043	ART	2020	https://hal.science/hal-02957043/document	10.3917/infle.045.0045
Alexandre Cebeillac,Yves-Marie Rault-Chodankar	"c(""_FacetSep_Alexandre Cebeillac"", ""yves-marie-rault-chodankar_FacetSep_Yves-Marie Rault-Chodankar"")"	hal-03952073	ART	2016	https://hal.science/hal-03952073/document	10.4000/netcom.2529
Christopher Martin,Jean de Préneuf,Thomas Vaisset	"c(""_FacetSep_Christopher Martin"", ""jean-de-preneuf_FacetSep_Jean de Préneuf"", ""thomas-vaisset_FacetSep_Thomas Vaisset"")"	hal-02500858	ART	2017	https://normandie-univ.hal.science/hal-02500858/document	NA
Samuel Deprez,Sophie Lestrade	"c(""deprez-samuel_FacetSep_Samuel Deprez"", ""sophie-lestrade_FacetSep_Sophie Lestrade"")"	hal-02470521	ART	2016	https://hal.science/hal-02470521/document	NA
Bernard Elissalde,Frédéric Santamaria	"c(""_FacetSep_Bernard Elissalde"", ""_FacetSep_Frédéric Santamaria"")"	hal-02486248	COUV	2018	https://hal.science/hal-02486248/document	NA
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04257275	COMM	2017	https://hal.science/hal-04257275/document	NA
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04257321	COMM	2019	https://hal.science/hal-04257321/document	NA
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04257278	COMM	2018	https://hal.science/hal-04257278/document	NA
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04257355	COMM	2019	https://hal.science/hal-04257355/document	NA
Arnaud Banos,Fanny Cottet,Jean Debrie	"c(""arnaud-banos_FacetSep_Arnaud Banos"", ""fanny-cottet_FacetSep_Fanny Cottet"", ""jean-debrie_FacetSep_Jean Debrie"")"	hal-03325049	ART	2020	https://hal.science/hal-03325049/document	10.4000/netcom.5634
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04257381	COMM	2020	https://hal.science/hal-04257381/document	NA
Anne-Marie Colombet Cheny,Wandrille Hucy	"c(""anne-marie-cheny_FacetSep_Anne-Marie Colombet Cheny"", ""wandrille-hucy_FacetSep_Wandrille Hucy"")"	hal-02469889	COMM	2017	https://hal.science/hal-02469889/document	NA
Yves-Marie Rault-Chodankar,Shawn Mathew,Alexandre Cebeillac	"c(""yves-marie-rault-chodankar_FacetSep_Yves-Marie Rault-Chodankar"", ""_FacetSep_Shawn Mathew"", ""_FacetSep_Alexandre Cebeillac"")"	hal-03952099	ART	2018	https://hal.science/hal-03952099/document	10.4000/bagf.2656
Sébastien Rey-Coyrehourcq,Etienne Delay,Paul Chapron	"c(""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"", ""delay-etienne_FacetSep_Etienne Delay"", ""paul-chapron_FacetSep_Paul Chapron"")"	cel-02284550	LECTURE	2019	https://hal.science/cel-02284550/document	10.5281/zenodo.3406779
François Drémeaux	francois-dremeaux_FacetSep_François Drémeaux	hal-04234218	COUV	2019	https://hal.science/hal-04234218/document	NA
Romain Lepillé,Barbara Evrard,Michel Bussi,Damien Féménias	"c(""_FacetSep_Romain Lepillé"", ""_FacetSep_Barbara Evrard"", ""_FacetSep_Michel Bussi"", ""_FacetSep_Damien Féménias"")"	hal-02365773	ART	2017	https://normandie-univ.hal.science/hal-02365773/document	10.4000/vertigo.18312
Romain Lepillé	_FacetSep_Romain Lepillé	tel-01692981	THESE	2017	https://theses.hal.science/tel-01692981/document	NA
Clémentine Cottineau,Julien Perret,Romain Reuillon,Sébastien Rey-Coyrehourcq,Julie Vallée	"c(""clementine-cottineau_FacetSep_Clémentine Cottineau"", ""julienperret_FacetSep_Julien Perret"", ""romain-reuillon_FacetSep_Romain Reuillon"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"", ""jvallee_FacetSep_Julie Vallée"")"	hal-01854398	COMM	2018	https://hal.science/hal-01854398/document	NA
Romain Lepillé	_FacetSep_Romain Lepillé	tel-01701175	THESE	2017	https://theses.hal.science/tel-01701175/document	NA
Daniel Ballesteros,Adrián Álvarez-Vena,Mael Monod-del Dago,Laura Rodríguez-Rodríguez,Jorge Sanjurjo-Sánchez,Diego Álvarez-Lao,Carlos Pérez-Mejías,Pablo Valenzuela,Irene Defelipe,César Laplana,Hai Cheng,Montserrat Jiménez-Sánchez	"c(""_FacetSep_Daniel Ballesteros"", ""_FacetSep_Adrián Álvarez-Vena"", ""_FacetSep_Mael Monod-del Dago"", ""_FacetSep_Laura Rodríguez-Rodríguez"", ""_FacetSep_Jorge Sanjurjo-Sánchez"", ""_FacetSep_Diego Álvarez-Lao"", ""_FacetSep_Carlos Pérez-Mejías"", ""_FacetSep_Pablo Valenzuela"", ""_FacetSep_Irene Defelipe"", ""_FacetSep_César Laplana"", ""_FacetSep_Hai Cheng"", ""_FacetSep_Montserrat Jiménez-Sánchez"")"	hal-03493365	ART	2020	https://hal.science/hal-03493365/document	10.1016/j.quascirev.2020.106581
Emmanuel Eliot,Anne-Cécile Hoyez	"c(""_FacetSep_Emmanuel Eliot"", ""anne-cecilehoyez_FacetSep_Anne-Cécile Hoyez"")"	halshs-02289238	COUV	2016	https://shs.hal.science/halshs-02289238/document	NA
Samuel Deprez,Arnaud Gasnier	"c(""deprez-samuel_FacetSep_Samuel Deprez"", ""agas1966_FacetSep_Arnaud Gasnier"")"	hal-02470492	ART	2016	https://hal.science/hal-02470492/document	NA
Ronan Kerbiriou,Laurent Lévêque,Aboozar Rajabi,Arnaud Serry	"c(""ronan-kerbiriou_FacetSep_Ronan Kerbiriou"", ""_FacetSep_Laurent Lévêque"", ""_FacetSep_Aboozar Rajabi"", ""arnaudserry_FacetSep_Arnaud Serry"")"	hal-01724092	COMM	2017	https://hal.science/hal-01724092/document	NA
Pascal Bertran,Jean-Guillaume Bordes,Dominique Todisco,Luc Vallin	"c(""_FacetSep_Pascal Bertran"", ""_FacetSep_Jean-Guillaume Bordes"", ""dominique-todisco_FacetSep_Dominique Todisco"", ""_FacetSep_Luc Vallin"")"	hal-01696670	COUV	2017	https://inrap.hal.science/hal-01696670/document	NA
Fatoumata Coulibaly,Anne Ouallet	"c(""_FacetSep_Fatoumata Coulibaly"", ""_FacetSep_Anne Ouallet"")"	halshs-01466257	ART	2016	https://shs.hal.science/halshs-01466257/document	NA
Eduardo Gomes,Arnaud Banos,Patricia Abrantes,Jorge Rocha,Markus Schläpfer	"c(""_FacetSep_Eduardo Gomes"", ""arnaud-banos_FacetSep_Arnaud Banos"", ""_FacetSep_Patricia Abrantes"", ""_FacetSep_Jorge Rocha"", ""_FacetSep_Markus Schläpfer"")"	halshs-02699115	ART	2020	https://shs.hal.science/halshs-02699115/document	10.1016/j.scitotenv.2020.137381
Marie-Axelle Granié,Thierry Brenac,Florence HUGUENIN-RICHARD,Thierry Saint-Gérand,Mohand Medjkane,Elisa Maitre,Jean-Francois Peytavin,Florent Varet,Cécile Coquelet	"c(""marie-axelle-granie_FacetSep_Marie-Axelle Granié"", ""_FacetSep_Thierry Brenac"", ""fhuguenin-richard_FacetSep_Florence HUGUENIN-RICHARD"", ""_FacetSep_Thierry Saint-Gérand"", ""mohand-medjkane_FacetSep_Mohand Medjkane"", ""_FacetSep_Elisa Maitre"", ""_FacetSep_Jean-Francois Peytavin"", ""florent-varet_FacetSep_Florent Varet"", ""_FacetSep_Cécile Coquelet"")"	hal-01391958	ART	2016	https://hal.science/hal-01391958/document	10.1136/injuryprev-2016-042156-291
Éric Daudé,Pierrick Tranouez	"c(""eric-daude_FacetSep_Éric Daudé"", ""pierrick-tranouez_FacetSep_Pierrick Tranouez"")"	halshs-02445375	ART	2020	https://shs.hal.science/halshs-02445375/document	10.4000/netcom.5637
Sebastien Courtin,Rodrigue Tido Takeng,Frédéric Chantreuil	"c(""sebastien-courtin_FacetSep_Sebastien Courtin"", ""_FacetSep_Rodrigue Tido Takeng"", ""_FacetSep_Frédéric Chantreuil"")"	hal-02952516	UNDEFINED	2020	https://hal.science/hal-02952516/document	NA
Alain Vaguet,Audrey Bochaton	"c(""_FacetSep_Alain Vaguet"", ""audrey-bochaton_FacetSep_Audrey Bochaton"")"	halshs-02333093	COUV	2019	https://shs.hal.science/halshs-02333093/document	NA
Marion Ravit,Andrainolo Ravalihasy,Martine Audibert,Valery Ridde,Emmanuel Bonnet,Bertille Raffalli,Flore-Apolline Roy,Anais N’landu,Alexandre Dumont	"c(""_FacetSep_Marion Ravit"", ""_FacetSep_Andrainolo Ravalihasy"", ""martine-audibert_FacetSep_Martine Audibert"", ""valery-ridde_FacetSep_Valery Ridde"", ""emmanuel-bonnet_FacetSep_Emmanuel Bonnet"", ""_FacetSep_Bertille Raffalli"", ""_FacetSep_Flore-Apolline Roy"", ""_FacetSep_Anais N’landu"", ""_FacetSep_Alexandre Dumont"")"	hal-02509190	ART	2020	https://hal.science/hal-02509190/document	10.1093/heapol/czz150
Patricia Sajous,Cyrille Bertelle	"c(""patricia-sajous_FacetSep_Patricia Sajous"", ""cyrille-bertelle_FacetSep_Cyrille Bertelle"")"	hal-02117118	OUV	2019	https://hal.science/hal-02117118/document	NA
Mathieu Bourgais,Patrick Taillandier,Laurent Vercouter	"c(""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""laurent-vercouter_FacetSep_Laurent Vercouter"")"	hal-02733682	COMM	2017	https://hal.inrae.fr/hal-02733682/document	NA
Myriam Baron,Sophie de Ruffray,Walid Achouri,Khaoula Saadaoui,Ali Bennasr,Claude Grasland	"c(""myriam-baron_FacetSep_Myriam Baron"", ""sophie-de-ruffray_FacetSep_Sophie de Ruffray"", ""_FacetSep_Walid Achouri"", ""_FacetSep_Khaoula Saadaoui"", ""_FacetSep_Ali Bennasr"", ""claude-grasland_FacetSep_Claude Grasland"")"	halshs-01592880	ART	2017	https://shs.hal.science/halshs-01592880/document	10.4000/anneemaghreb.2985
Patrick Taillandier,Mathieu Bourgais,Alexis Drogoul,Laurent Vercouter	"c(""patrick-taillandier_FacetSep_Patrick Taillandier"", ""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""_FacetSep_Alexis Drogoul"", ""laurent-vercouter_FacetSep_Laurent Vercouter"")"	hal-02733683	COMM	2017	https://hal.inrae.fr/hal-02733683/document	NA
Renaud Misslin,Olivier Telle,Éric Daudé,Alain Vaguet,Richard E. Paul	"c(""_FacetSep_Renaud Misslin"", ""olivier-telle_FacetSep_Olivier Telle"", ""eric-daude_FacetSep_Éric Daudé"", ""_FacetSep_Alain Vaguet"", ""richard-paul_FacetSep_Richard E. Paul"")"	pasteur-01656598	ART	2016	https://pasteur.hal.science/pasteur-01656598/document	10.1111/nyas.13084
Eric Delamotte,Odile Chenevez,Philippe Jeanne	"c(""eric-delamotte_FacetSep_Eric Delamotte"", ""_FacetSep_Odile Chenevez"", ""_FacetSep_Philippe Jeanne"")"	hal-02319557	ART	2017	https://normandie-univ.hal.science/hal-02319557/document	NA
Olivier Telle,A N Vaguet,N N Yadav,Bertrand Lefebvre,Éric Daudé,Richard E. Paul,A N Cebeillac,B N Nagpal	"c(""olivier-telle_FacetSep_Olivier Telle"", ""_FacetSep_A N Vaguet"", ""_FacetSep_N N Yadav"", ""bertrand-lefebvre_FacetSep_Bertrand Lefebvre"", ""eric-daude_FacetSep_Éric Daudé"", ""richard-paul_FacetSep_Richard E. Paul"", ""_FacetSep_A N Cebeillac"", ""_FacetSep_B N Nagpal"")"	hal-01562023	ART	2016	https://hal.science/hal-01562023/document	10.1371/journal.pone.0146539.s006
A Soueid Ahmed,A. Revil,B. Steck,C. Vergniault,Abderrahim Jardani,G. Vinceslas	"c(""_FacetSep_A Soueid Ahmed"", ""_FacetSep_A. Revil"", ""_FacetSep_B. Steck"", ""_FacetSep_C. Vergniault"", ""abderrahim-jardani_FacetSep_Abderrahim Jardani"", ""_FacetSep_G. Vinceslas"")"	hal-02324234	ART	2019	https://hal.science/hal-02324234/document	10.1016/j.enggeo.2019.03.019
Olivier Telle,Alain Vaguet,N. Yadav,B. Lefebvre,Éric Daudé,Richard E. Paul,A. Cebeillac,B. N. Nagpal	"c(""olivier-telle_FacetSep_Olivier Telle"", ""_FacetSep_Alain Vaguet"", ""_FacetSep_N. Yadav"", ""_FacetSep_B. Lefebvre"", ""eric-daude_FacetSep_Éric Daudé"", ""richard-paul_FacetSep_Richard E. Paul"", ""_FacetSep_A. Cebeillac"", ""_FacetSep_B. N. Nagpal"")"	halshs-02194176	ART	2016	https://shs.hal.science/halshs-02194176/document	10.1371/journal.pone.0146539
C. Nehme,T. Kluge,S. Verheyden,F. Nader,I. Charalambidou,T. Weissbach,S. Gucel,H. Cheng,R.L. Edwards,L. Satterfield,E. Eiche,Ph Claeys	"c(""cnehme_FacetSep_C. Nehme"", ""_FacetSep_T. Kluge"", ""_FacetSep_S. Verheyden"", ""_FacetSep_F. Nader"", ""_FacetSep_I. Charalambidou"", ""_FacetSep_T. Weissbach"", ""_FacetSep_S. Gucel"", ""_FacetSep_H. Cheng"", ""_FacetSep_R.L. Edwards"", ""_FacetSep_L. Satterfield"", ""_FacetSep_E. Eiche"", ""_FacetSep_Ph Claeys"")"	hal-03000202	ART	2020	https://hal.science/hal-03000202/document	10.1016/j.quascirev.2020.106663
Françoise Lucchini,Bernard Elissalde,Olivier Gillet,Lény Grassot,Armelle Couillet,Julien Baudry	"c(""francoise-lucchini_FacetSep_Françoise Lucchini"", ""_FacetSep_Bernard Elissalde"", ""olivier-gillet_FacetSep_Olivier Gillet"", ""_FacetSep_Lény Grassot"", ""armelle-couillet_FacetSep_Armelle Couillet"", ""_FacetSep_Julien Baudry"")"	hal-01854382	COMM	2018	https://hal.science/hal-01854382/document	NA
Cédric Fluckiger,Éric Delamotte,Philippe Jeanne,Alexandre Serres,Marlène Loicq,Odile Chenevez,Marie-Laure Compant La Fontaine,Ivana Ballarini	"c(""cedric-fluckiger_FacetSep_Cédric Fluckiger"", ""_FacetSep_Éric Delamotte"", ""_FacetSep_Philippe Jeanne"", ""alexandreserres_FacetSep_Alexandre Serres"", ""marlene-loicq_FacetSep_Marlène Loicq"", ""_FacetSep_Odile Chenevez"", ""marie-laure-compantlafontaine_FacetSep_Marie-Laure Compant La Fontaine"", ""_FacetSep_Ivana Ballarini"")"	hal-02319548	COUV	2017	https://normandie-univ.hal.science/hal-02319548/document	NA
Filipo Studzinski Perotto,Mathieu Bourgais,Laurent Vercouter,Bruno Castro da Silva	"c(""fsperotto_FacetSep_Filipo Studzinski Perotto"", ""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""laurent-vercouter_FacetSep_Laurent Vercouter"", ""_FacetSep_Bruno Castro da Silva"")"	hal-02363609	COMM	2019	https://hal.science/hal-02363609/document	NA
Sébastien Rey-Coyrehourcq,Robin Cura,Laure Nuninger,Julie Gravier,Lucie Nahassia,Ryma Hachi	"c(""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"", ""robin-cura_FacetSep_Robin Cura"", ""laure-nuninger_FacetSep_Laure Nuninger"", ""julie-gravier_FacetSep_Julie Gravier"", ""lucie-nahassia_FacetSep_Lucie Nahassia"", ""_FacetSep_Ryma Hachi"")"	hal-01677950	COUV	2017	https://hal.science/hal-01677950/document	NA
Aline Philibert,Marion Ravit,Valery Ridde,Inès Dossa,Emmanuel Bonnet,Florent Bédécarrats,Alexandre Dumont	"c(""_FacetSep_Aline Philibert"", ""_FacetSep_Marion Ravit"", ""valery-ridde_FacetSep_Valery Ridde"", ""_FacetSep_Inès Dossa"", ""_FacetSep_Emmanuel Bonnet"", ""florent-bedecarrats_FacetSep_Florent Bédécarrats"", ""_FacetSep_Alexandre Dumont"")"	hal-03852218	ART	2017	https://hal.science/hal-03852218/document	10.1093/heapol/czw142
Mathieu Bourgais,Patrick Taillandier,Laurent Vercouter,Carole Adam	"c(""mathieu-bourgais_FacetSep_Mathieu Bourgais"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""laurent-vercouter_FacetSep_Laurent Vercouter"", ""carole-adam_FacetSep_Carole Adam"")"	hal-01758755	ART	2018	https://hal.science/hal-01758755/document	NA
Alice Micolier,Franck Taillandier,Patrick Taillandier,Frédéric Bos	"c(""_FacetSep_Alice Micolier"", ""franck-taillandier_FacetSep_Franck Taillandier"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""_FacetSep_Frédéric Bos"")"	hal-02936149	ART	2019	https://hal.inrae.fr/hal-02936149/document	10.1016/j.engappai.2019.03.008
Clémentine Cottineau,Paul Chapron,Marion Le Texier,Sébastien Rey-Coyrehourcq	"c(""clementine-cottineau_FacetSep_Clémentine Cottineau"", ""paul-chapron_FacetSep_Paul Chapron"", ""marion-le-texier_FacetSep_Marion Le Texier"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"")"	halshs-02314965	UNDEFINED	2019	https://shs.hal.science/halshs-02314965/document	NA
Kevin Chapuis,Patrick Taillandier,Renaud Misslin,Alexis Drogoul	"c(""_FacetSep_Kevin Chapuis"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""_FacetSep_Renaud Misslin"", ""_FacetSep_Alexis Drogoul"")"	hal-01821597	ART	2018	https://hal.sorbonne-universite.fr/hal-01821597/document	10.1080/13658816.2018.1440563
Laurent Beauguitte,Marta Severo,Hugues Pecout	"c(""laurent-beauguitte_FacetSep_Laurent Beauguitte"", ""marta-severo_FacetSep_Marta Severo"", ""hpecout_FacetSep_Hugues Pecout"")"	hal-01353673	COMM	2016	https://hal.science/hal-01353673/document	NA
Ludivine Launay,Fabien Guillot,David Gaillard,Mohand Medjkane,Thierry Saint-Gérand,Guy Launoy,Olivier Dejardin	"c(""_FacetSep_Ludivine Launay"", ""fabien-guillot_FacetSep_Fabien Guillot"", ""_FacetSep_David Gaillard"", ""mohand-medjkane_FacetSep_Mohand Medjkane"", ""_FacetSep_Thierry Saint-Gérand"", ""_FacetSep_Guy Launoy"", ""olivier-dejardin_FacetSep_Olivier Dejardin"")"	inserm-02271030	ART	2019	https://inserm.hal.science/inserm-02271030/document	10.1371/journal.pone.0221417
Philippe Vidal,Thierry Joliveau,Danièle Sansy,Armelle Couillet,Philippe Jeanne	"c(""philippe-vidal_FacetSep_Philippe Vidal"", ""thierry-joliveau_FacetSep_Thierry Joliveau"", ""daniele-sansy_FacetSep_Danièle Sansy"", ""armelle-couillet_FacetSep_Armelle Couillet"", ""_FacetSep_Philippe Jeanne"")"	hal-02053050	ART	2017	https://hal.science/hal-02053050/document	10.4000/cybergeo.28546
Lise Vaudor,Sébastien Rey-Coyrehourcq,Fabien Pfaender	"c(""lise-vaudor_FacetSep_Lise Vaudor"", ""sebastien-rey-coyrehourcq_FacetSep_Sébastien Rey-Coyrehourcq"", ""_FacetSep_Fabien Pfaender"")"	cel-02285503	LECTURE	2018	https://shs.hal.science/cel-02285503/document	10.5281/zenodo.3406767
Hadrossek Christine,Myriam Baron,Claude Grasland,Nicolas Lambert,Sophie de Ruffray,Christine Zanin	"c(""_FacetSep_Hadrossek Christine"", ""myriam-baron_FacetSep_Myriam Baron"", ""claude-grasland_FacetSep_Claude Grasland"", ""nicolas-lambert_FacetSep_Nicolas Lambert"", ""sophie-de-ruffray_FacetSep_Sophie de Ruffray"", ""christine-zanin_FacetSep_Christine Zanin"")"	hal-01383180	OUV	2016	https://hal.science/hal-01383180/document	NA
Pascal Bertran,Dominique Todisco,Jean-Guillaume Bordes,Emmanuel Discamps,Luc Vallin	"c(""_FacetSep_Pascal Bertran"", ""dominique-todisco_FacetSep_Dominique Todisco"", ""_FacetSep_Jean-Guillaume Bordes"", ""emmanuel-discamps_FacetSep_Emmanuel Discamps"", ""_FacetSep_Luc Vallin"")"	hal-02556746	ART	2019	https://inrap.hal.science/hal-02556746/document	10.4000/paleo.4378
Daniel Brunstein,Damase Mouralis,Delphine Grancher,Bastien Varoutsikos	"c(""daniel-brunstein_FacetSep_Daniel Brunstein"", ""damase-mouralis_FacetSep_Damase Mouralis"", ""delphine-grancher_FacetSep_Delphine Grancher"", ""_FacetSep_Bastien Varoutsikos"")"	hal-01854404	COMM	2018	https://hal.science/hal-01854404/document	NA
Hélène Nessi,Benoit Conti,Laurent Proulhac,Patricia Sajous,Mariane Thébert	"c(""_FacetSep_Hélène Nessi"", ""benoit-conti_FacetSep_Benoit Conti"", ""_FacetSep_Laurent Proulhac"", ""patricia-sajous_FacetSep_Patricia Sajous"", ""mariane-thebert_FacetSep_Mariane Thébert"")"	hal-01675670	ART	2017	https://hal.parisnanterre.fr/hal-01675670/document	NA
Didier Cailhol,Philippe Audra,Carole Nehme,Fadi-Henri Nader,Mladen Garašić,Vasile Heresanu,Salih Gucel,Iris Charalambidou,Lauren Satterfield,Hai Cheng,R. Lawrence Edwards	"c(""didier-cailhol_FacetSep_Didier Cailhol"", ""_FacetSep_Philippe Audra"", ""carole-nehme_FacetSep_Carole Nehme"", ""_FacetSep_Fadi-Henri Nader"", ""_FacetSep_Mladen Garašić"", ""vasile-heresanu_FacetSep_Vasile Heresanu"", ""_FacetSep_Salih Gucel"", ""_FacetSep_Iris Charalambidou"", ""_FacetSep_Lauren Satterfield"", ""_FacetSep_Hai Cheng"", ""_FacetSep_R. Lawrence Edwards"")"	hal-02150296	ART	2019	https://ifp.hal.science/hal-02150296/document	10.3986/ac.v48i1.6782
Patricia Sajous,Mariane Thébert,Hélène Nessi,Monica Coralli	"c(""patricia-sajous_FacetSep_Patricia Sajous"", ""mariane-thebert_FacetSep_Mariane Thébert"", ""_FacetSep_Hélène Nessi"", ""_FacetSep_Monica Coralli"")"	hal-01675610	ART	2016	https://hal.parisnanterre.fr/hal-01675610/document	10.4000/netcom.1869
Pierrick Tranouez,Éric Daudé,Patrick Taillandier,Guillaume Czura,Géraldine del Mondo	"c(""pierrick-tranouez_FacetSep_Pierrick Tranouez"", ""eric-daude_FacetSep_Éric Daudé"", ""patrick-taillandier_FacetSep_Patrick Taillandier"", ""_FacetSep_Guillaume Czura"", ""geraldine-del-mondo_FacetSep_Géraldine del Mondo"")"	hal-02111135	COMM	2018	https://hal.science/hal-02111135/document	NA
